RprtDt,StateCd,NDISDsbltyGrpNm,ICDDsbltyNm,Primary,Reported
31DEC2021,SA,Hearing Impairment,Q16.9 - Congenital hearing condition,21,42
31DEC2021,SA,Intellectual Disability,F70 - Mild intellectual disability,1296,2008
31DEC2021,SA,Intellectual Disability,F71 - Moderate intellectual disability,1351,1960
31DEC2021,SA,Intellectual Disability,F72 - Severe intellectual disability,336,567
31DEC2021,SA,Intellectual Disability,F73 - Profound intellectual disability,37,62
31DEC2021,SA,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],3048,5104
31DEC2021,SA,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],11,27
31DEC2021,SA,Intellectual Disability,Q02 - Microcephaly,37,73
31DEC2021,SA,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",49,77
31DEC2021,SA,Intellectual Disability,Q05 - Spina bifida,172,191
31DEC2021,SA,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,55,89
31DEC2021,SA,Intellectual Disability,Q860D - Foetal Alcohol Spectrum Disorder (FASD),<11,16
31DEC2021,SA,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,19,23
31DEC2021,SA,Intellectual Disability,Q87.1 - Prader Willi syndrome,30,33
31DEC2021,SA,Intellectual Disability,Q87.8 - Coffin-Lowry syndrome,<11,<11
31DEC2021,SA,Intellectual Disability,Q89 - Other congenital conditions,169,306
31DEC2021,SA,Intellectual Disability,Q91 - Edwards syndrome,<11,<11
31DEC2021,SA,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,13,13
31DEC2021,SA,Intellectual Disability,Q93.5 - Angelman  syndrome,42,46
31DEC2021,SA,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",520,803
31DEC2021,SA,Intellectual Disability,Q99.2 - Fragile X syndrome,61,78
31DEC2021,SA,Missing,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,440
31DEC2021,SA,Multiple Sclerosis,G35 - Multiple sclerosis,822,842
31DEC2021,SA,Other,B22 - Human immune deficiency virus (HIV) disease,<11,<11
31DEC2021,SA,Other,B99 - Other unspecified infectious diseases,<11,<11
31DEC2021,SA,Other,C71 - Malignant neoplasm of brain,<11,<11
31DEC2021,SA,Other,C79.9 - Metastatic cancer,<11,<11
31DEC2021,SA,Other,C96 - Malignant neoplasm of blood or immune disease,<11,<11
31DEC2021,SA,Other,D89.9 - Autoimmune disorders,<11,<11
31DEC2021,SA,Other,E14 - Diabetes mellitus,<11,329
31DEC2021,SA,Other,E66 - Obesity,<11,100
31DEC2021,SA,Other,E70.0 - Classical Phenylketonuria,<11,<11
31DEC2021,SA,Other,E74.4 - Disorders of pyruvate metabolism and gluconeogenesis,<11,<11
31DEC2021,SA,Other,E88 - Other metabolic disorders,37,64
31DEC2021,SA,Other,F03.9 - Dementia - Rapidly progressing,19,20
31DEC2021,SA,Other,F44.4 - Functional neurological disorder (FND),<11,<11
31DEC2021,SA,Other,F80 - Other Language disorder,16,28
31DEC2021,SA,Other,F80.9 - Development language disorder,11,30
31DEC2021,SA,Other,F81.0 - Specific learning disorder,<11,11
31DEC2021,SA,Other,F81.8 - Dysgraphia,<11,<11
31DEC2021,SA,Other,F90 - Attention deficit hyperactive disorder (ADHD),<11,84
31DEC2021,SA,Other,F90.0 - Peripheral neuropathy,<11,14
31DEC2021,SA,Other,F91.3 - Oppositional Defiant Disorder (ODD),<11,<11
31DEC2021,SA,Other,F91.9 - Conduct Disorder (CD),<11,<11
31DEC2021,SA,Other,G11.8 - Other hereditary ataxias,<11,<11
31DEC2021,SA,Other,G30.0 - Dementia - Early Onset,34,42
31DEC2021,SA,Other,G83.1 - Plegia,<11,<11
31DEC2021,SA,Other,G89.4 - Chronic pain,<11,13
31DEC2021,SA,Other,G90.5 - Chronic Regional Pain Syndrome,<11,<11
31DEC2021,SA,Other,I49.8 - Postural Orthostatic Tachycardia Syndrome (POTS),<11,<11
31DEC2021,SA,Other,I89.0 - Lymphoedema,<11,<11
31DEC2021,SA,Other,J44.9 - Chronic lung disease,17,47
31DEC2021,SA,Other,J449A - Chronic Obstructive Pulmonary Disease (COPD),<11,12
31DEC2021,SA,Other,M19.9 - Osteoarthritis,<11,17
31DEC2021,SA,Other,M32 - Systemic lupus erythematosus,<11,<11
31DEC2021,SA,Other,M45 - Ankylosing spondylitis,<11,11
31DEC2021,SA,Other,M79.7 - Fibromyalgia,<11,13
31DEC2021,SA,Other,N18 - Renal failure,<11,24
31DEC2021,SA,Other,Q37 - Cleft palate and lip,<11,15
31DEC2021,SA,Other,Q79.6 - Ehlers Danlos,<11,11
31DEC2021,SA,Other,R48 - Dyslexia,<11,<11
31DEC2021,SA,Other,R48.2 - Childhood apraxia of speech,12,14
31DEC2021,SA,Other,R53.8 - Chronic fatigue /ME,<11,<11
31DEC2021,SA,Other,S14.3 - Brachial plexus injury,<11,<11
31DEC2021,SA,Other,Z89 - Amputation - Single limb or upper/lower limb,121,136
31DEC2021,SA,Other,Z89.1 - Amputation - Multiple,14,16
31DEC2021,SA,Other Neurological,F00 - Alzheimer's disease,116,143
31DEC2021,SA,Other Neurological,F03 - Unspecified dementia,91,142
31DEC2021,SA,Other Neurological,G10 - Huntington disease,67,69
31DEC2021,SA,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),61,65
31DEC2021,SA,Other Neurological,G20 - Parkinson's disease,210,237
31DEC2021,SA,Other Neurological,G40 - Epilepsy,50,1122
31DEC2021,SA,Other Neurological,G71.0 - Muscular dystrophy,218,249
31DEC2021,SA,Other Neurological,G99 - Other Neurological,696,1682
31DEC2021,SA,Other Neurological,G99 - Other Neurological (List A),68,154
31DEC2021,SA,Other Neurological,G99 - Other Neurological (List C),<11,<11
31DEC2021,SA,Other Physical,M05 - Rheumatoid arthritis,114,158
31DEC2021,SA,Other Physical,M12 - Other arthritis,61,248
31DEC2021,SA,Other Physical,M95 - Other Physical,1514,4058
31DEC2021,SA,Other Physical,T05 - Multiple traumatic amputations,72,95
31DEC2021,SA,Other Sensory/Speech,R47 - Other Sensory/Speech,469,2806
31DEC2021,SA,Psychosocial disability,F11 - Alcohol dependency,<11,22
31DEC2021,SA,Psychosocial disability,F19 - Other substance dependency,<11,26
31DEC2021,SA,Psychosocial disability,F20 - Schizophrenia,1782,2193
31DEC2021,SA,Psychosocial disability,F25.9 - Schizoaffective Disorder,152,176
31DEC2021,SA,Psychosocial disability,F31 - Bipolar affective disorder,227,528
31DEC2021,SA,Psychosocial disability,F32 - Major depressive illness,171,639
31DEC2021,SA,Psychosocial disability,F41 - Other Anxiety disorders,64,1345
31DEC2021,SA,Psychosocial disability,F42 - Obsessive-compulsive disorder,14,141
31DEC2021,SA,Psychosocial disability,F43 - Post traumatic stress disorder (PTSD),96,197
31DEC2021,SA,Psychosocial disability,F60.3 - Borderline personality disorder,132,323
31DEC2021,SA,Psychosocial disability,F95.2 - Tourette syndrome,<11,<11
31DEC2021,SA,Psychosocial disability,F99 - Other psychosocial disorders,429,1769
31DEC2021,SA,Psychosocial disability,R63 - Anorexia,<11,<11
31DEC2021,SA,Spinal Cord Injury,C72.5 - Malignant neoplasm of spinal cord (Complete),<11,<11
31DEC2021,SA,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),186,219
31DEC2021,SA,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),242,286
31DEC2021,SA,Stroke,I69 - Stroke,544,729
31DEC2021,SA,Visual Impairment,E70.3 - Albinism,<11,<11
31DEC2021,SA,Visual Impairment,F72.9 - Myopathy (variations),<11,<11
31DEC2021,SA,Visual Impairment,H54 - Visual impairment (including blindness),737,1559
31DEC2021,SA,Visual Impairment,Q15.9 - Congenital eye condition,11,27
31DEC2021,TAS,ABI,G93.1 - Hypoxic brain injury,<11,12
31DEC2021,TAS,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],432,534
31DEC2021,TAS,Autism,F84.0 - Autism disorder,3533,3840
31DEC2021,TAS,Autism,F84.2 - Rett syndrome,12,14
31DEC2021,TAS,Autism,F84.5 - Asperger syndrome,79,106
31DEC2021,TAS,Cerebral Palsy,G80 - Cerebral palsy,422,521
31DEC2021,TAS,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],775,1145
31DEC2021,TAS,Down Syndrome,Q90 - Down syndrome,301,326
31DEC2021,TAS,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],218,465
31DEC2021,TAS,Hearing Impairment,H90 - Hearing loss,440,657
31DEC2021,TAS,Hearing Impairment,Q16.9 - Congenital hearing condition,<11,<11
31DEC2021,TAS,Intellectual Disability,F70 - Mild intellectual disability,547,866
31DEC2021,TAS,Intellectual Disability,F71 - Moderate intellectual disability,856,1237
31DEC2021,TAS,Intellectual Disability,F72 - Severe intellectual disability,147,218
31DEC2021,TAS,Intellectual Disability,F73 - Profound intellectual disability,11,22
31DEC2021,TAS,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],555,1341
31DEC2021,TAS,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],<11,16
31DEC2021,TAS,Intellectual Disability,Q02 - Microcephaly,12,32
31DEC2021,TAS,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",<11,20
31DEC2021,TAS,Intellectual Disability,Q05 - Spina bifida,47,53
31DEC2021,TAS,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,35,56
31DEC2021,TAS,Intellectual Disability,Q860D - Foetal Alcohol Spectrum Disorder (FASD),12,18
31DEC2021,TAS,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,<11,11
31DEC2021,TAS,Intellectual Disability,Q87.1 - Prader Willi syndrome,11,12
31DEC2021,TAS,Intellectual Disability,Q87.8 - Coffin-Lowry syndrome,<11,<11
31DEC2021,TAS,Intellectual Disability,Q89 - Other congenital conditions,41,81
31DEC2021,TAS,Intellectual Disability,Q91 - Edwards syndrome,<11,<11
31DEC2021,TAS,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,<11,<11
31DEC2021,TAS,Intellectual Disability,Q93.5 - Angelman  syndrome,17,18
31DEC2021,TAS,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",146,241
31DEC2021,TAS,Intellectual Disability,Q99.2 - Fragile X syndrome,26,41
31DEC2021,TAS,Missing,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,12
31DEC2021,TAS,Multiple Sclerosis,G35 - Multiple sclerosis,314,323
31DEC2021,TAS,Other,B22 - Human immune deficiency virus (HIV) disease,<11,<11
31DEC2021,TAS,Other,B99 - Other unspecified infectious diseases,<11,<11
31DEC2021,TAS,Other,C71 - Malignant neoplasm of brain,<11,<11
31DEC2021,TAS,Other,C79.9 - Metastatic cancer,<11,<11
31DEC2021,TAS,Other,D89.9 - Autoimmune disorders,<11,<11
31DEC2021,TAS,Other,E14 - Diabetes mellitus,<11,89
31DEC2021,TAS,Other,E66 - Obesity,<11,32
31DEC2021,TAS,Other,E70.0 - Classical Phenylketonuria,<11,<11
31DEC2021,TAS,Other,E88 - Other metabolic disorders,<11,11
31DEC2021,TAS,Other,F03.9 - Dementia - Rapidly progressing,<11,<11
31DEC2021,TAS,Other,F44.4 - Functional neurological disorder (FND),<11,<11
31DEC2021,TAS,Other,F80 - Other Language disorder,<11,<11
31DEC2021,TAS,Other,F80.9 - Development language disorder,<11,<11
31DEC2021,TAS,Other,F81.0 - Specific learning disorder,<11,<11
31DEC2021,TAS,Other,F90 - Attention deficit hyperactive disorder (ADHD),<11,51
31DEC2021,TAS,Other,F90.0 - Peripheral neuropathy,<11,<11
31DEC2021,TAS,Other,F91.3 - Oppositional Defiant Disorder (ODD),<11,<11
31DEC2021,TAS,Other,F91.9 - Conduct Disorder (CD),<11,<11
31DEC2021,TAS,Other,G30.0 - Dementia - Early Onset,25,28
31DEC2021,TAS,Other,G83.1 - Plegia,<11,<11
31DEC2021,TAS,Other,G89.4 - Chronic pain,<11,<11
31DEC2021,TAS,Other,G90.5 - Chronic Regional Pain Syndrome,<11,<11
31DEC2021,TAS,Other,I49.8 - Postural Orthostatic Tachycardia Syndrome (POTS),<11,<11
31DEC2021,TAS,Other,I89.0 - Lymphoedema,<11,<11
31DEC2021,TAS,Other,J44.9 - Chronic lung disease,<11,<11
31DEC2021,TAS,Other,J449A - Chronic Obstructive Pulmonary Disease (COPD),<11,<11
31DEC2021,TAS,Other,M19.9 - Osteoarthritis,<11,<11
31DEC2021,TAS,Other,M32 - Systemic lupus erythematosus,<11,<11
31DEC2021,TAS,Other,M45 - Ankylosing spondylitis,<11,<11
31DEC2021,TAS,Other,M79.7 - Fibromyalgia,<11,<11
31DEC2021,TAS,Other,N18 - Renal failure,<11,<11
31DEC2021,TAS,Other,Q37 - Cleft palate and lip,<11,<11
31DEC2021,TAS,Other,Q79.6 - Ehlers Danlos,<11,<11
31DEC2021,TAS,Other,R48.2 - Childhood apraxia of speech,12,14
31DEC2021,TAS,Other,R53.8 - Chronic fatigue /ME,<11,<11
31DEC2021,TAS,Other,R62.5 - Short stature,<11,<11
31DEC2021,TAS,Other,S14.3 - Brachial plexus injury,<11,<11
31DEC2021,TAS,Other,Z89 - Amputation - Single limb or upper/lower limb,66,72
31DEC2021,TAS,Other,Z89.1 - Amputation - Multiple,<11,<11
31DEC2021,TAS,Other Neurological,F00 - Alzheimer's disease,25,31
31DEC2021,TAS,Other Neurological,F03 - Unspecified dementia,36,63
31DEC2021,TAS,Other Neurological,G10 - Huntington disease,43,44
31DEC2021,TAS,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),16,18
31DEC2021,TAS,Other Neurological,G20 - Parkinson's disease,61,73
31DEC2021,TAS,Other Neurological,G40 - Epilepsy,23,393
31DEC2021,TAS,Other Neurological,G71.0 - Muscular dystrophy,50,58
31DEC2021,TAS,Other Neurological,G99 - Other Neurological,179,441
31DEC2021,TAS,Other Neurological,G99 - Other Neurological (List A),20,44
31DEC2021,TAS,Other Neurological,G99 - Other Neurological (List C),<11,<11
31DEC2021,TAS,Other Physical,M05 - Rheumatoid arthritis,31,49
31DEC2021,TAS,Other Physical,M12 - Other arthritis,<11,37
31DEC2021,TAS,Other Physical,M95 - Other Physical,313,932
31DEC2021,TAS,Other Physical,T05 - Multiple traumatic amputations,11,16
31DEC2021,TAS,Other Sensory/Speech,R47 - Other Sensory/Speech,41,400
31DEC2021,TAS,Psychosocial disability,F11 - Alcohol dependency,<11,<11
31DEC2021,TAS,Psychosocial disability,F19 - Other substance dependency,<11,<11
31DEC2021,TAS,Psychosocial disability,F20 - Schizophrenia,530,630
31DEC2021,TAS,Psychosocial disability,F25.9 - Schizoaffective Disorder,23,28
31DEC2021,TAS,Psychosocial disability,F31 - Bipolar affective disorder,83,168
31DEC2021,TAS,Psychosocial disability,F32 - Major depressive illness,55,189
31DEC2021,TAS,Psychosocial disability,F41 - Other Anxiety disorders,27,467
31DEC2021,TAS,Psychosocial disability,F42 - Obsessive-compulsive disorder,15,83
31DEC2021,TAS,Psychosocial disability,F43 - Post traumatic stress disorder (PTSD),36,84
31DEC2021,TAS,Psychosocial disability,F60.3 - Borderline personality disorder,48,101
31DEC2021,TAS,Psychosocial disability,F95.2 - Tourette syndrome,<11,<11
31DEC2021,TAS,Psychosocial disability,F99 - Other psychosocial disorders,142,548
31DEC2021,TAS,Psychosocial disability,R63 - Anorexia,<11,<11
31DEC2021,TAS,Spinal Cord Injury,C72.5 - Malignant neoplasm of spinal cord (Complete),<11,<11
31DEC2021,TAS,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),61,70
31DEC2021,TAS,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),47,59
31DEC2021,TAS,Stroke,I69 - Stroke,146,198
31DEC2021,TAS,Visual Impairment,E70.3 - Albinism,<11,<11
31DEC2021,TAS,Visual Impairment,F72.9 - Myopathy (variations),<11,<11
31DEC2021,TAS,Visual Impairment,H54 - Visual impairment (including blindness),193,383
31DEC2021,TAS,Visual Impairment,Q15.9 - Congenital eye condition,<11,<11
31DEC2021,VIC,,,<11,<11
31DEC2021,VIC,ABI,G71.9 - Glioblastoma,<11,<11
31DEC2021,VIC,ABI,G93.1 - Hypoxic brain injury,62,84
31DEC2021,VIC,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],3949,5193
31DEC2021,VIC,Autism,F84.0 - Autism disorder,40737,45720
31DEC2021,VIC,Autism,F84.2 - Rett syndrome,90,105
31DEC2021,VIC,Autism,F84.5 - Asperger syndrome,501,974
31DEC2021,VIC,Cerebral Palsy,G80 - Cerebral palsy,4030,5083
31DEC2021,VIC,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],14673,21765
31DEC2021,VIC,Down Syndrome,Q90 - Down syndrome,2834,3155
31DEC2021,VIC,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],2061,3906
31DEC2021,VIC,Hearing Impairment,H90 - Hearing loss,5864,8660
31DEC2021,VIC,Hearing Impairment,Q16.9 - Congenital hearing condition,53,126
31DEC2021,VIC,Intellectual Disability,F70 - Mild intellectual disability,5917,9724
31DEC2021,VIC,Intellectual Disability,F71 - Moderate intellectual disability,5707,8570
31DEC2021,VIC,Intellectual Disability,F72 - Severe intellectual disability,1461,2331
31DEC2021,VIC,Intellectual Disability,F73 - Profound intellectual disability,199,329
31DEC2021,VIC,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],5905,17466
31DEC2021,VIC,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],26,104
31DEC2021,VIC,Intellectual Disability,Q02 - Microcephaly,125,278
31DEC2021,VIC,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",109,182
31DEC2021,VIC,Intellectual Disability,Q05 - Spina bifida,473,551
31DEC2021,VIC,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,105,179
31DEC2021,VIC,Intellectual Disability,Q860D - Foetal Alcohol Spectrum Disorder (FASD),55,79
31DEC2021,VIC,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,46,58
31DEC2021,VIC,Intellectual Disability,Q87.1 - Prader Willi syndrome,146,163
31DEC2021,VIC,Intellectual Disability,Q87.8 - Coffin-Lowry syndrome,13,13
31DEC2021,VIC,Intellectual Disability,Q89 - Other congenital conditions,459,824
31DEC2021,VIC,Intellectual Disability,Q91 - Edwards syndrome,<11,<11
31DEC2021,VIC,Intellectual Disability,Q91 - Patau syndrome,<11,<11
31DEC2021,VIC,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,42,46
31DEC2021,VIC,Intellectual Disability,Q93.5 - Angelman  syndrome,95,111
31DEC2021,VIC,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",1271,1976
31DEC2021,VIC,Intellectual Disability,Q99.2 - Fragile X syndrome,313,394
31DEC2021,VIC,Missing,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,92
31DEC2021,VIC,Multiple Sclerosis,G35 - Multiple sclerosis,2825,2910
31DEC2021,VIC,Other,B22 - Human immune deficiency virus (HIV) disease,<11,30
31DEC2021,VIC,Other,B99 - Other unspecified infectious diseases,19,41
31DEC2021,VIC,Other,C71 - Malignant neoplasm of brain,<11,<11
31DEC2021,VIC,Other,C79.9 - Metastatic cancer,12,21
31DEC2021,VIC,Other,C96 - Malignant neoplasm of blood or immune disease,<11,<11
31DEC2021,VIC,Other,D89.9 - Autoimmune disorders,<11,16
31DEC2021,VIC,Other,E14 - Diabetes mellitus,15,1052
31DEC2021,VIC,Other,E66 - Obesity,<11,252
31DEC2021,VIC,Other,E70.0 - Classical Phenylketonuria,<11,<11
31DEC2021,VIC,Other,E74.4 - Disorders of pyruvate metabolism and gluconeogenesis,<11,<11
31DEC2021,VIC,Other,E88 - Other metabolic disorders,62,99
31DEC2021,VIC,Other,F03.9 - Dementia - Rapidly progressing,41,50
31DEC2021,VIC,Other,F44.4 - Functional neurological disorder (FND),16,36
31DEC2021,VIC,Other,F44.5 - Functional Seizures,<11,<11
31DEC2021,VIC,Other,F80 - Other Language disorder,21,83
31DEC2021,VIC,Other,F80.9 - Development language disorder,11,51
31DEC2021,VIC,Other,F81.0 - Specific learning disorder,<11,29
31DEC2021,VIC,Other,F81.8 - Dysgraphia,<11,15
31DEC2021,VIC,Other,F90 - Attention deficit hyperactive disorder (ADHD),44,707
31DEC2021,VIC,Other,F90.0 - Peripheral neuropathy,38,59
31DEC2021,VIC,Other,F91.3 - Oppositional Defiant Disorder (ODD),<11,106
31DEC2021,VIC,Other,F91.9 - Conduct Disorder (CD),<11,<11
31DEC2021,VIC,Other,G11.8 - Other hereditary ataxias,<11,<11
31DEC2021,VIC,Other,G30.0 - Dementia - Early Onset,92,146
31DEC2021,VIC,Other,G83.1 - Plegia,24,43
31DEC2021,VIC,Other,G89.4 - Chronic pain,<11,61
31DEC2021,VIC,Other,G90.5 - Chronic Regional Pain Syndrome,<11,17
31DEC2021,VIC,Other,I49.8 - Postural Orthostatic Tachycardia Syndrome (POTS),<11,15
31DEC2021,VIC,Other,I89.0 - Lymphoedema,<11,34
31DEC2021,VIC,Other,J44.9 - Chronic lung disease,28,129
31DEC2021,VIC,Other,J449A - Chronic Obstructive Pulmonary Disease (COPD),12,47
31DEC2021,VIC,Other,M19.9 - Osteoarthritis,13,107
31DEC2021,VIC,Other,M32 - Systemic lupus erythematosus,<11,25
31DEC2021,VIC,Other,M45 - Ankylosing spondylitis,16,28
31DEC2021,VIC,Other,M79.7 - Fibromyalgia,14,92
31DEC2021,VIC,Other,N18 - Renal failure,15,90
31DEC2021,VIC,Other,Q37 - Cleft palate and lip,<11,59
31DEC2021,VIC,Other,Q79.6 - Ehlers Danlos,37,57
31DEC2021,VIC,Other,R48 - Dyslexia,<11,28
31DEC2021,VIC,Other,R48.2 - Childhood apraxia of speech,99,129
31DEC2021,VIC,Other,R53.8 - Chronic fatigue /ME,15,35
31DEC2021,VIC,Other,R62.5 - Short stature,<11,<11
31DEC2021,VIC,Other,S14.3 - Brachial plexus injury,<11,17
31DEC2021,VIC,Other,Z89 - Amputation - Single limb or upper/lower limb,309,350
31DEC2021,VIC,Other,Z89.1 - Amputation - Multiple,48,55
31DEC2021,VIC,Other Neurological,F00 - Alzheimer's disease,407,466
31DEC2021,VIC,Other Neurological,F03 - Unspecified dementia,211,374
31DEC2021,VIC,Other Neurological,G10 - Huntington disease,264,276
31DEC2021,VIC,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),210,224
31DEC2021,VIC,Other Neurological,G20 - Parkinson's disease,565,660
31DEC2021,VIC,Other Neurological,G40 - Epilepsy,256,4467
31DEC2021,VIC,Other Neurological,G71.0 - Muscular dystrophy,591,698
31DEC2021,VIC,Other Neurological,G99 - Other Neurological,2345,5953
31DEC2021,VIC,Other Neurological,G99 - Other Neurological (List A),86,161
31DEC2021,VIC,Other Neurological,G99 - Other Neurological (List C),22,32
31DEC2021,VIC,Other Physical,M05 - Rheumatoid arthritis,346,567
31DEC2021,VIC,Other Physical,M12 - Other arthritis,85,658
31DEC2021,VIC,Other Physical,M95 - Other Physical,3642,12362
31DEC2021,VIC,Other Physical,T05 - Multiple traumatic amputations,145,212
31DEC2021,VIC,Other Sensory/Speech,R47 - Other Sensory/Speech,602,5087
31DEC2021,VIC,Psychosocial disability,F11 - Alcohol dependency,<11,148
31DEC2021,VIC,Psychosocial disability,F19 - Other substance dependency,<11,168
31DEC2021,VIC,Psychosocial disability,F20 - Schizophrenia,7048,8635
31DEC2021,VIC,Psychosocial disability,F25.9 - Schizoaffective Disorder,567,660
31DEC2021,VIC,Psychosocial disability,F31 - Bipolar affective disorder,1724,2952
31DEC2021,VIC,Psychosocial disability,F32 - Major depressive illness,1784,4947
31DEC2021,VIC,Psychosocial disability,F41 - Other Anxiety disorders,771,8231
31DEC2021,VIC,Psychosocial disability,F42 - Obsessive-compulsive disorder,90,717
31DEC2021,VIC,Psychosocial disability,F43 - Post traumatic stress disorder (PTSD),473,1161
31DEC2021,VIC,Psychosocial disability,F60.3 - Borderline personality disorder,914,1822
31DEC2021,VIC,Psychosocial disability,F95.2 - Tourette syndrome,<11,41
31DEC2021,VIC,Psychosocial disability,F99 - Other psychosocial disorders,4089,10265
31DEC2021,VIC,Psychosocial disability,R63 - Anorexia,<11,21
31DEC2021,VIC,Spinal Cord Injury,C72.5 - Malignant neoplasm of spinal cord (Complete),<11,<11
31DEC2021,VIC,Spinal Cord Injury,C72.7 - Malignant neoplasm of spinal cord (Incomplete),<11,<11
31DEC2021,VIC,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),368,444
31DEC2021,VIC,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),515,659
31DEC2021,VIC,Stroke,I69 - Stroke,1695,2322
31DEC2021,VIC,Visual Impairment,E70.3 - Albinism,14,31
31DEC2021,VIC,Visual Impairment,F72.9 - Myopathy (variations),16,23
31DEC2021,VIC,Visual Impairment,H54 - Visual impairment (including blindness),2707,5196
31DEC2021,VIC,Visual Impairment,Q15.9 - Congenital eye condition,19,51
31DEC2021,WA,ABI,G71.9 - Glioblastoma,<11,<11
31DEC2021,WA,ABI,G93.1 - Hypoxic brain injury,38,52
31DEC2021,WA,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],1308,1592
31DEC2021,WA,Autism,F84.0 - Autism disorder,15181,16289
31DEC2021,WA,Autism,F84.2 - Rett syndrome,41,44
31DEC2021,WA,Autism,F84.5 - Asperger syndrome,76,159
31DEC2021,WA,Cerebral Palsy,G80 - Cerebral palsy,1715,2194
31DEC2021,WA,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],1690,2775
31DEC2021,WA,Down Syndrome,Q90 - Down syndrome,1080,1125
31DEC2021,WA,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],1166,2503
31DEC2021,WA,Hearing Impairment,H90 - Hearing loss,1842,2759
31DEC2021,WA,Hearing Impairment,Q16.9 - Congenital hearing condition,14,52
31DEC2021,WA,Intellectual Disability,F70 - Mild intellectual disability,763,1171
31DEC2021,WA,Intellectual Disability,F71 - Moderate intellectual disability,985,1384
31DEC2021,WA,Intellectual Disability,F72 - Severe intellectual disability,250,387
31DEC2021,WA,Intellectual Disability,F73 - Profound intellectual disability,110,174
31DEC2021,WA,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],3961,6780
31DEC2021,WA,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],15,34
31DEC2021,WA,Intellectual Disability,Q02 - Microcephaly,30,93
31DEC2021,WA,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",55,90
31DEC2021,WA,Intellectual Disability,Q05 - Spina bifida,177,204
31DEC2021,WA,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,153,225
31DEC2021,WA,Intellectual Disability,Q860D - Foetal Alcohol Spectrum Disorder (FASD),117,148
31DEC2021,WA,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,25,29
31DEC2021,WA,Intellectual Disability,Q87.1 - Prader Willi syndrome,54,61
31DEC2021,WA,Intellectual Disability,Q87.8 - Coffin-Lowry syndrome,<11,<11
31DEC2021,WA,Intellectual Disability,Q89 - Other congenital conditions,159,288
31DEC2021,WA,Intellectual Disability,Q91 - Edwards syndrome,<11,<11
31DEC2021,WA,Intellectual Disability,Q91 - Patau syndrome,<11,<11
31DEC2021,WA,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,18,20
31DEC2021,WA,Intellectual Disability,Q93.5 - Angelman  syndrome,48,53
